free_text,label_id
thấy cái lũ bd là loại ma quỷ đầu thai đấy.,3
thấy cái lũ bê đê bóng chó là loại ma quỷ đầu thai đấy.,3
thấy cái lũ ô môi là loại ma quỷ đầu thai đấy.,3
thấy cái lũ gay là loại ma quỷ đầu thai đấy.,3
thấy cái lũ bê đê là loại ma quỷ đầu thai đấy.,3
"Một vĩ nhân đã từng nói : '' Thằng 3D  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
"Một vĩ nhân đã từng nói : '' Thằng gay  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
"Một vĩ nhân đã từng nói : '' Thằng đồng tính  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
"Một vĩ nhân đã từng nói : '' Thằng póng  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
"Một vĩ nhân đã từng nói : '' Thằng bóng chúa  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
"Một vĩ nhân đã từng nói : '' Thằng pónk  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
"Một vĩ nhân đã từng nói : '' Thằng gay lọ bóng chó  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
"Một vĩ nhân đã từng nói : '' Thằng ô môi  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
"Một vĩ nhân đã từng nói : '' Thằng bê đê  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
"Một vĩ nhân đã từng nói : '' Thằng bê đê bóng chó  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
"Một vĩ nhân đã từng nói : '' Thằng chuyển giới  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
"Một vĩ nhân đã từng nói : '' Thằng pónk chúa  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
"Một vĩ nhân đã từng nói : '' Thằng nam không ra nam nữ không ra nữ  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
"Một vĩ nhân đã từng nói : '' Thằng gay lọ  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
"Một vĩ nhân đã từng nói : '' Thằng bóng gió  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
"Một vĩ nhân đã từng nói : '' Thằng bede  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
"Một vĩ nhân đã từng nói : '' Thằng con bóng  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
"Một vĩ nhân đã từng nói : '' Thằng ái  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
"Một vĩ nhân đã từng nói : '' Thằng hai phai  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
"Một vĩ nhân đã từng nói : '' Thằng bd  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
"Một vĩ nhân đã từng nói : '' Thằng bóng  tốt hoặc là đã chết, hoặc là đã xa rời nhân loại ",3
Giọng văn 3D cđg,3
Giọng văn ái cmn,3
Giọng văn bê đê vãi lồn,3
Giọng văn hai phai mẹ nó,3
Giọng văn bóng gió vcl,3
Giọng văn con bóng cái l gì,3
Giọng văn bóng cl,3
Giọng văn ái con mẹ nó,3
Giọng văn bd cái đ gì,3
Giọng văn ái cái l gì,3
Giọng văn gay lọ bóng chó mẹ cha mày,3
Giọng văn pónk vcd,3
Giọng văn pónk chúa xàm l,3
Giọng văn gay cái lồn,3
Giọng văn pónk vãi cả lon,3
Giọng văn gay lọ bóng chó cái lồn,3
Giọng văn bê đê bóng chó cái lồn,3
Giọng văn pónk chúa cmn,3
Giọng văn hai phai con mẹ nó,3
Giọng văn gay lọ cái đ gì,3
Giọng văn bóng gió vlol,3
Giọng văn gay vãi cả lồn,3
Giọng văn đồng tính vcd,3
Giọng văn đồng tính xàm lồn,3
Giọng văn bê đê con căk,3
Giọng văn gay con căk,3
Giọng văn bóng gió xàm lol,3
Giọng văn bede vãi cả đái,3
Giọng văn 3D vãi cả đái,3
Giọng văn pónk chúa cái l gì,3
Giọng văn ô môi con cak,3
Giọng văn hai phai vãi cả lon,3
Giọng văn ô môi cmn,3
Giọng văn bê đê bóng chó vcđ,3
Giọng văn gay vcđ,3
Giọng văn hai phai cđg,3
Giọng văn bóng cái đéo gì,3
Giọng văn hai phai vãi luyện,3
Giọng văn pónk cái đ gì,3
Giọng văn gay xàm lol,3
Giọng văn bd con cặc,3
Giọng văn đồng tính cc,3
Giọng văn chuyển giới cđg,3
Giọng văn nam không ra nam nữ không ra nữ cđg,3
Giọng văn bóng chúa con căk,3
Giọng văn gay vãi luyện,3
Giọng văn bóng chúa con cak,3
Giọng văn nam không ra nam nữ không ra nữ vcd,3
Giọng văn gay cđg,3
Giọng văn bede vãi cả lồn,3
Giọng văn gay lọ bóng chó xàm l,3
Giọng văn gay lọ bóng chó xàm lol,3
Giọng văn chuyển giới vãi cả đái,3
Giọng văn bê đê bóng chó cái đ gì,3
Giọng văn bóng chúa clg,3
Giọng văn bóng gió mẹ nó,3
Giọng văn pónk con cak,3
Giọng văn đồng tính vcl,3
Giọng văn bóng cái lol,3
Giọng văn chuyển giới cái lol,3
Giọng văn gay lọ vãi lon,3
Giọng văn bê đê cái đ gì,3
Giọng văn hai phai cái đ gì,3
Giọng văn bê đê vl,3
Giọng văn bd con căk,3
Giọng văn 3D cái l gì,3
Giọng văn đồng tính vãi lon,3
Giọng văn bê đê cc,3
Giọng văn bd cl,3
Giọng văn hai phai cmn,3
Giọng văn ô môi cái lol,3
Giọng văn póng mẹ cha mày,3
Giọng văn đồng tính vlol,3
Giọng văn bóng chúa vcđ,3
Giọng văn hai phai vãi cả đái,3
Giọng văn bede con mẹ nó,3
Giọng văn bóng chúa vãi cả lồn,3
Giọng văn chuyển giới vãi cả lon,3
Giọng văn đồng tính con mẹ nó,3
Giọng văn bóng con căk,3
Giọng văn gay lọ xàm l,3
Giọng văn ô môi clg,3
Giọng văn pónk chúa vãi lúa,3
Giọng văn con bóng mẹ nó,3
Giọng văn con bóng vlol,3
Giọng văn bê đê vãi cả lon,3
Giọng văn gay lọ cái đéo gì,3
Giọng văn đồng tính cái đéo gì,3
Giọng văn nam không ra nam nữ không ra nữ vcl,3
Giọng văn nam không ra nam nữ không ra nữ cc,3
Giọng văn bóng vl,3
Giọng văn pónk chúa vãi cả lon,3
Giọng văn bê đê bóng chó mẹ cha mày,3
Giọng văn bóng gió vl,3
Giọng văn pónk vcl,3
Giọng văn chuyển giới cái lồn,3
Giọng văn 3D xàm l,3
Giọng văn bede vcđ,3
Giọng văn nam không ra nam nữ không ra nữ xàm lol,3
Giọng văn bê đê mẹ nó,3
Giọng văn chuyển giới vlol,3
Giọng văn bóng gió con cặc,3
Giọng văn hai phai cái lồn,3
Giọng văn 3D vãi cả lồn,3
Giọng văn ô môi cái đéo gì,3
Giọng văn con bóng cc,3
Giọng văn ô môi con căk,3
Giọng văn bóng gió xàm l,3
Giọng văn đồng tính con cặc,3
Giọng văn con bóng clg,3
Giọng văn 3D vãi cả lon,3
Giọng văn bê đê cái lol,3
Giọng văn pónk chúa con căk,3
Giọng văn 3D mẹ nó,3
Giọng văn bóng vlol,3
Giọng văn bóng chúa cl,3
Giọng văn ô môi xl,3
Giọng văn con bóng vãi lồn,3
Giọng văn bede cái l gì,3
Giọng văn nam không ra nam nữ không ra nữ con cặc,3
Giọng văn pónk chúa vãi cả lồn,3
Giọng văn gay lọ con mẹ nó,3
Giọng văn bede cđg,3
Giọng văn pónk chúa cc,3
Giọng văn bóng gió cl,3
Giọng văn póng xàm l,3
Giọng văn bd con mẹ nó,3
Giọng văn chuyển giới vl,3
Giọng văn pónk chúa xàm lol,3
Giọng văn gay lọ mẹ cha mày,3
Giọng văn con bóng vl,3
Giọng văn gay cmn,3
Giọng văn gay vlol,3
Giọng văn bê đê con mẹ nó,3
Giọng văn bóng vãi lon,3
Giọng văn bd cđg,3
Giọng văn gay cái đ gì,3
Giọng văn póng vcl,3
Giọng văn bóng chúa vlol,3
Giọng văn bóng con mẹ nó,3
Giọng văn con bóng cái đ gì,3
Giọng văn bê đê bóng chó cái đéo gì,3
Giọng văn chuyển giới cái l gì,3
Giọng văn gay lọ bóng chó vlol,3
Giọng văn gay xàm lồn,3
Giọng văn pónk xàm lồn,3
Giọng văn hai phai xàm lồn,3
Giọng văn bê đê cái đéo gì,3
Giọng văn ô môi vãi luyện,3
Giọng văn hai phai mẹ cha mày,3
Giọng văn pónk vãi luyện,3
Giọng văn pónk cái l gì,3
Giọng văn đồng tính vãi lồn,3
Giọng văn bóng cái đ gì,3
Giọng văn nam không ra nam nữ không ra nữ xl,3
Giọng văn hai phai clg,3
Giọng văn 3D vãi lúa,3
Giọng văn pónk xàm lol,3
Giọng văn bê đê vlol,3
Giọng văn gay clg,3
Giọng văn póng xàm lol,3
Giọng văn bede vãi lúa,3
Giọng văn con bóng xàm l,3
Giọng văn bê đê clg,3
Giọng văn pónk clg,3
Giọng văn bede con căk,3
Giọng văn bóng chúa vãi cả đái,3
Giọng văn bóng vãi cả lon,3
Giọng văn pónk chúa con cặc,3
Giọng văn gay lọ xl,3
Giọng văn ô môi vãi lúa,3
Giọng văn bd cmn,3
Giọng văn ô môi xàm lồn,3
Giọng văn con bóng vãi cả lon,3
Giọng văn bê đê xàm l,3
Giọng văn gay lọ vcd,3
Giọng văn nam không ra nam nữ không ra nữ vl,3
Giọng văn bede vcl,3
Giọng văn nam không ra nam nữ không ra nữ vlol,3
Giọng văn bóng clg,3
Giọng văn 3D vlol,3
Giọng văn ô môi vcd,3
Giọng văn gay lọ bóng chó con cặc,3
Giọng văn con bóng cmn,3
Giọng văn pónk vãi cả đái,3
Giọng văn bóng chúa xàm lồn,3
Giọng văn bóng mẹ cha mày,3
Giọng văn póng cái đéo gì,3
Giọng văn con bóng vcd,3
Giọng văn ái vãi lúa,3
Giọng văn ái vãi lon,3
Giọng văn bê đê bóng chó cái l gì,3
Giọng văn nam không ra nam nữ không ra nữ cl,3
Giọng văn ô môi vãi lồn,3
Giọng văn bê đê bóng chó clg,3
Giọng văn gay lọ cái lol,3
Giọng văn bóng cc,3
Giọng văn gay lọ vcđ,3
Giọng văn bd vcl,3
Giọng văn póng con cặc,3
Giọng văn ái xàm lồn,3
Giọng văn 3D xàm lol,3
Giọng văn bóng chúa cmn,3
Giọng văn póng vl,3
Giọng văn ái cc,3
Giọng văn 3D con căk,3
Giọng văn bóng vãi cả đái,3
Giọng văn póng cái lol,3
Giọng văn gay lọ bóng chó vcd,3
Giọng văn ô môi vlol,3
Giọng văn chuyển giới vãi cả lồn,3
Giọng văn bê đê bóng chó vcd,3
Giọng văn gay lọ clg,3
Giọng văn con bóng cái lol,3
Giọng văn bd xàm lồn,3
Giọng văn bede con cặc,3
Giọng văn pónk chúa vcd,3
Giọng văn gay vcd,3
Giọng văn pónk chúa cái đ gì,3
Giọng văn póng vãi luyện,3
Giọng văn bê đê con cặc,3
Giọng văn nam không ra nam nữ không ra nữ vãi cả lồn,3
Giọng văn con bóng con cak,3
Giọng văn pónk chúa vãi luyện,3
Giọng văn bede vãi cả lon,3
Giọng văn nam không ra nam nữ không ra nữ con căk,3
Giọng văn bóng gió cđg,3
Giọng văn bede mẹ cha mày,3
Giọng văn bd vãi cả lon,3
Giọng văn gay lọ bóng chó cái đ gì,3
Giọng văn bóng vãi luyện,3
Giọng văn ô môi vãi cả lon,3
Giọng văn bóng gió con mẹ nó,3
Giọng văn bê đê bóng chó cc,3
Giọng văn hai phai con cak,3
Giọng văn póng vãi lon,3
Giọng văn bê đê bóng chó mẹ nó,3
Giọng văn bóng gió vãi lúa,3
Giọng văn gay lọ bóng chó vãi lồn,3
Giọng văn bê đê vcl,3
Giọng văn con bóng con cặc,3
Giọng văn gay lọ bóng chó vãi cả lon,3
Giọng văn đồng tính vl,3
Giọng văn bê đê cl,3
Giọng văn bê đê bóng chó vãi cả lon,3
Giọng văn ô môi cđg,3
Giọng văn bóng chúa cái l gì,3
Giọng văn bóng gió vcd,3
Giọng văn bede xàm lồn,3
Giọng văn hai phai vcđ,3
Giọng văn đồng tính xàm l,3
Giọng văn bóng chúa mẹ cha mày,3
Giọng văn bê đê vãi lúa,3
Giọng văn bede xl,3
Giọng văn bd cc,3
Giọng văn ô môi xàm l,3
Giọng văn chuyển giới cái đ gì,3
Giọng văn bede vãi lon,3
Giọng văn đồng tính mẹ nó,3
Giọng văn đồng tính xàm lol,3
Giọng văn gay con cặc,3
Giọng văn póng vlol,3
Giọng văn póng vcđ,3
Giọng văn bede cái đ gì,3
Giọng văn gay lọ bóng chó vcl,3
Giọng văn bóng chúa cđg,3
Giọng văn bóng gió cái lồn,3
Giọng văn bóng mẹ nó,3
Giọng văn con bóng xàm lồn,3
Giọng văn bê đê mẹ cha mày,3
Giọng văn bóng con cak,3
Giọng văn póng vãi cả lon,3
Giọng văn bóng xàm lol,3
Giọng văn hai phai xl,3
Giọng văn đồng tính vãi lúa,3
Giọng văn ô môi cái đ gì,3
Giọng văn gay lọ xàm lồn,3
Giọng văn gay cái l gì,3
Giọng văn nam không ra nam nữ không ra nữ con mẹ nó,3
Giọng văn chuyển giới xl,3
Giọng văn bede cái đéo gì,3
Giọng văn gay lọ bóng chó cc,3
Giọng văn pónk chúa cđg,3
Giọng văn bóng gió xàm lồn,3
Giọng văn con bóng vcl,3
Giọng văn đồng tính cái lồn,3
Giọng văn bê đê xàm lồn,3
Giọng văn gay lọ vãi cả lon,3
Giọng văn bóng gió vãi lồn,3
Giọng văn bê đê bóng chó vcl,3
Giọng văn đồng tính vãi cả lồn,3
Giọng văn nam không ra nam nữ không ra nữ cái lol,3
Giọng văn chuyển giới cái đéo gì,3
Giọng văn bd vãi lon,3
Giọng văn pónk vãi cả lồn,3
Giọng văn ô môi vãi lon,3
Giọng văn ái vcl,3
Giọng văn bóng gió vcđ,3
Giọng văn ô môi vãi cả lồn,3
Giọng văn pónk cmn,3
Giọng văn bóng chúa xl,3
Giọng văn gay lọ con căk,3
Giọng văn bóng gió con cak,3
Giọng văn bd xàm l,3
Giọng văn ái mẹ cha mày,3
Giọng văn gay cl,3
Giọng văn bóng gió vãi cả lon,3
Giọng văn ái vãi lồn,3
Giọng văn gay lọ bóng chó vãi cả lồn,3
Giọng văn bede vcd,3
Giọng văn hai phai cc,3
Giọng văn pónk chúa vlol,3
Giọng văn 3D xàm lồn,3
Giọng văn bd xàm lol,3
Giọng văn bd mẹ cha mày,3
Giọng văn bóng chúa vãi lồn,3
Giọng văn bd vãi lồn,3
Giọng văn hai phai vcd,3
Giọng văn con bóng vãi luyện,3
Giọng văn ái cái lồn,3
Giọng văn bê đê bóng chó con cak,3
Giọng văn nam không ra nam nữ không ra nữ vãi lồn,3
Giọng văn con bóng cái lồn,3
Giọng văn ái con cặc,3
Giọng văn póng cái l gì,3
Giọng văn chuyển giới vãi lúa,3
